SC_BGT_Plvl,nwords,cl_av_deps,cl_ndeps_std_dev,acad_av_construction_freq,acad_av_construction_freq_type,acad_av_construction_freq_stdev
SC_BGT_p5,144,2.517241379,1.24901864,163112.2857,163112.2857,252926.5792
SC_BGT_p5,1136,2.48427673,1.103769105,121598,112760.4586,203709.4859
SC_BGT_p5,162,1.838709677,0.722753436,179435.9677,134617.2308,264640.7321
SC_BGT_p5,729,2.475,1.024390062,118364.9315,96397.44068,179499.6943
SC_BGT_p5,181,2.428571429,1.049781318,167488.3333,162214.28,217566.4253
SC_BGT_p5,310,2.274509804,0.909178284,124618.2667,117602.5405,198154.1889
SC_BGT_p5,55,2.666666667,1.054092553,105991.625,105991.625,153216.5382
SC_BGT_p5,294,2.590909091,1.029522878,107440.0526,91701.35294,155129.8838
SC_BGT_p5,622,2.411764706,1.169728581,85721.13333,70425.64583,151047.2796
SC_BGT_p5,252,2.540540541,1.367471421,187585.4848,172064.75,274901.3413
SC_BGT_p5,128,2.529411765,0.775935645,121046.9375,60980.4,126248.0767
SC_BGT_p5,11,3,0,10126,10126,3664
SC_BGT_p5,155,2.25,0.829156198,134980.4286,146536.0417,226898.0993
SC_BGT_p5,225,2.714285714,0.973107792,86359.66667,86359.66667,179655.1763
SC_BGT_p5,247,2.25,1.177921899,86972.16216,72872.55882,183379.1622
SC_BGT_p5,180,2.636363636,0.915131447,74830.8125,54260.27586,117299.2104
SC_BGT_p5,218,2.710526316,0.997573233,84900,70535.96552,144841.5525
SC_BGT_p5,49,2.111111111,0.566557724,209474.5556,189738.25,216124.3358
SC_BGT_p5,73,2.8,1.2489996,92494.44444,92494.44444,210967.0707
SC_BGT_p5,95,2.714285714,0.699854212,71536.76923,89359.3,178279.1641
SC_BGT_p5,105,2.928571429,1.1627729,71667.08333,81627.11111,102516.4466
SC_BGT_p5,138,2.695652174,1.03984876,115926.381,115926.381,173708.9016
SC_BGT_p5,303,2.954545455,1.594800436,107241.6571,77724.6,151569.7954
SC_BGT_p5,289,2.525,0.948353837,158875.5714,134389.52,184144.5786
SC_BGT_p5,168,2.486486486,1.221908601,125826.9697,127075,216360.6801
SC_BGT_p5,136,2.84,1.083697375,68208.63636,68208.63636,149803.6078
SC_BGT_p5,672,2.770114943,0.979105262,106261.4444,69883.71186,150932.2232
SC_BGT_p5,551,2.888888889,1.242259988,94247.33333,76984.91071,167446.4709
SC_BGT_p5,19,3,0,4424.333333,4424.333333,3491.408248
SC_BGT_p5,15,2,0.816496581,33312.66667,33312.66667,37362.70149
SC_BGT_p5,167,2.296296296,1.116038457,232917.9565,232917.9565,304294.6977
SC_BGT_p5,809,2.688073395,1.304172891,103399.5851,91618.89286,181348.5914
SC_BGT_p5,871,3.030927835,1.327377138,93191.12857,86426.88889,178531.1377
SC_BGT_p5,170,2.346153846,1.072104605,154896.32,154896.32,250201.8147
SC_BGT_p5,342,2.282608696,0.900797798,84877.32558,57417.37143,138956.9713
SC_BGT_p5,162,2.258064516,1.014976305,177717.5484,149666.8846,241594.8839
